County Code,District Code,Subgroup ID,Test Id,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Students with Scores,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met
54,75523,207,2,2553.7,462.0,462.0,12.0,12.0,12.0,3.0,2.0,5.0,3.0,4.0
54,75523,203,2,2616.8,144.0,144.0,14.0,12.0,12.0,3.0,4.0,7.0,2.0,3.0
54,75531,206,2,2479.7166666666667,665.0,665.0,90.0,86.0,86.0,7.0,17.0,24.0,27.0,35.0
54,75531,206,1,2500.2666666666664,658.0,658.0,90.0,85.0,85.0,11.0,19.0,30.0,28.0,27.0
54,75531,224,1,2519.9285714285716,3283.0,3283.0,482.0,469.0,469.0,97.0,150.0,247.0,106.0,116.0
54,75531,226,2,2563.1,371.0,371.0,13.0,12.0,12.0,2.0,0.0,2.0,5.0,5.0
54,75531,204,1,2477.6,18613.0,18599.0,2683.0,2659.0,2657.0,214.0,689.0,903.0,763.0,991.0
54,75531,204,2,2460.5714285714284,18634.0,18627.0,2683.0,2662.0,2661.0,190.0,420.0,610.0,731.0,1320.0
54,75531,224,2,2496.6428571428573,3311.0,3304.0,483.0,473.0,472.0,79.0,90.0,170.0,115.0,188.0
50,75549,204,1,2486.4428571428575,3157.0,3157.0,456.0,451.0,451.0,40.0,118.0,158.0,139.0,154.0
50,75549,204,2,2469.6,3164.0,3164.0,456.0,452.0,452.0,26.0,78.0,104.0,146.0,202.0
50,75549,206,1,2477.5833333333335,959.0,959.0,130.0,128.0,128.0,14.0,30.0,44.0,38.0,46.0
50,75549,206,2,2478.5833333333335,959.0,959.0,130.0,128.0,128.0,12.0,31.0,43.0,39.0,46.0
50,75549,224,1,2505.4285714285716,994.0,994.0,144.0,142.0,142.0,14.0,54.0,68.0,35.0,39.0
50,75549,224,2,2496.157142857143,994.0,994.0,144.0,142.0,142.0,15.0,26.0,41.0,56.0,45.0
50,75549,226,1,2536.2571428571428,2086.0,2086.0,305.0,298.0,298.0,66.0,120.0,186.0,71.0,41.0
50,75549,226,2,2526.214285714286,2086.0,2086.0,305.0,298.0,298.0,45.0,81.0,126.0,106.0,66.0
50,75556,224,1,2506.657142857143,1197.0,1197.0,175.0,171.0,171.0,24.0,56.0,80.0,45.0,46.0
50,75556,226,2,2527.475,658.0,658.0,68.0,67.0,67.0,8.0,16.0,24.0,22.0,21.0
50,75556,226,1,2547.675,658.0,658.0,68.0,67.0,67.0,18.0,19.0,37.0,18.0,12.0
50,75556,224,2,2493.842857142857,1197.0,1197.0,174.0,171.0,171.0,15.0,42.0,57.0,54.0,60.0
50,75556,204,1,2468.8571428571427,7770.0,7770.0,1123.0,1110.0,1110.0,85.0,255.0,340.0,268.0,502.0
50,75556,204,2,2459.2714285714287,7826.0,7826.0,1123.0,1118.0,1118.0,47.0,155.0,202.0,330.0,586.0
50,75556,206,1,2448.866666666667,994.0,987.0,135.0,133.0,132.0,10.0,23.0,33.0,36.0,63.0
50,75556,206,2,2445.0333333333333,1015.0,1015.0,135.0,135.0,135.0,5.0,18.0,23.0,37.0,75.0
50,75564,226,2,2520.7714285714287,8183.0,8183.0,1203.0,1169.0,1169.0,188.0,326.0,514.0,377.0,278.0
50,75564,224,2,2496.3571428571427,2149.0,2149.0,314.0,307.0,307.0,27.0,79.0,106.0,99.0,102.0
50,75564,226,1,2535.2999999999997,8183.0,8183.0,1203.0,1169.0,1169.0,269.0,423.0,692.0,288.0,189.0
50,75564,224,1,2514.628571428572,2156.0,2156.0,315.0,308.0,308.0,51.0,104.0,155.0,77.0,76.0
50,75564,204,1,2474.0571428571425,5096.0,5096.0,734.0,728.0,728.0,51.0,152.0,203.0,234.0,291.0
50,75564,204,2,2461.0142857142855,5124.0,5117.0,735.0,732.0,731.0,31.0,105.0,136.0,238.0,358.0
50,75564,206,2,2472.342857142857,2919.0,2919.0,431.0,417.0,417.0,23.0,74.0,97.0,140.0,180.0
50,75564,206,1,2491.157142857143,2926.0,2926.0,430.0,418.0,418.0,37.0,119.0,156.0,117.0,145.0
50,75572,204,2,2457.8571428571427,3402.0,3388.0,497.0,486.0,484.0,18.0,58.0,76.0,153.0,256.0
50,75572,204,1,2480.1857142857143,3423.0,3423.0,499.0,489.0,489.0,35.0,115.0,150.0,158.0,181.0
50,75572,206,1,2504.757142857143,1127.0,1127.0,165.0,161.0,161.0,26.0,49.0,75.0,33.0,53.0
50,75572,224,1,2559.15,469.0,469.0,50.0,49.0,49.0,13.0,14.0,27.0,14.0,8.0
50,75572,224,2,2523.95,469.0,469.0,50.0,49.0,49.0,7.0,12.0,19.0,15.0,15.0
50,75572,226,1,2558.975,651.0,644.0,71.0,69.0,69.0,17.0,26.0,43.0,18.0,8.0
50,75572,226,2,2504.7,658.0,658.0,83.0,80.0,80.0,13.0,15.0,28.0,25.0,27.0
50,75572,206,2,2483.3857142857146,1127.0,1120.0,165.0,161.0,160.0,7.0,38.0,45.0,51.0,65.0
20,75580,204,1,2502.3571428571427,1638.0,1631.0,242.0,234.0,233.0,33.0,63.0,97.0,76.0,61.0
20,75580,204,2,2487.2,1631.0,1631.0,243.0,233.0,233.0,30.0,44.0,74.0,69.0,90.0
20,75580,206,1,2528.85,812.0,812.0,113.0,108.0,108.0,21.0,33.0,54.0,29.0,25.0
20,75580,206,2,2503.116666666667,819.0,819.0,113.0,110.0,110.0,14.0,26.0,40.0,36.0,34.0
20,75580,224,1,2540.7571428571428,1169.0,1169.0,170.0,167.0,167.0,37.0,63.0,100.0,42.0,25.0
20,75580,224,2,2520.5714285714284,1176.0,1176.0,171.0,168.0,168.0,27.0,50.0,77.0,52.0,39.0
20,75580,226,1,2556.871428571428,2898.0,2891.0,423.0,414.0,413.0,126.0,170.0,297.0,73.0,44.0
20,75580,226,2,2543.7999999999997,2891.0,2891.0,422.0,413.0,413.0,102.0,123.0,225.0,123.0,65.0
10,75598,204,1,2486.085714285714,3808.0,3808.0,546.0,544.0,544.0,51.0,138.0,189.0,172.0,183.0
