County Code,District Code,Subgroup ID,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met,Students with Scores
19,64667,77,2535.816666666667,2030.0,2030.0,580.0,580.0,168.0,184.0,352.0,136.0,92.0,580.0
19,64667,76,2515.79,1309.0,1309.0,362.0,356.0,101.0,84.0,185.0,67.0,104.0,356.0
19,64667,78,2451.4416666666666,69020.0,68971.0,19972.0,19720.0,1279.0,3644.0,4924.0,5311.0,9485.0,19706.0
19,64667,74,2414.9166666666665,35840.0,35819.0,10492.0,10240.0,302.0,1193.0,1495.0,2193.0,6552.0,10234.0
19,64667,80,2479.0416666666665,15288.0,15274.0,4500.0,4368.0,542.0,1018.0,1560.0,1242.0,1562.0,4364.0
19,64667,144,2460.6666666666665,3458.0,3458.0,996.0,988.0,108.0,186.0,294.0,238.0,456.0,988.0
19,64683,74,2506.0571428571425,2128.0,2120.0,548.0,532.0,64.0,176.0,241.0,142.0,148.0,530.0
19,64683,80,2562.8571428571427,70088.0,70024.0,18270.0,17522.0,5857.0,6012.0,11872.0,3603.0,2047.0,17506.0
19,64683,76,2604.164285714286,6352.0,6352.0,1624.0,1588.0,862.0,426.0,1288.0,212.0,88.0,1588.0
19,64683,77,2555.875,808.0,800.0,154.0,152.0,60.0,50.0,111.0,27.0,14.0,150.0
19,64683,78,2524.521428571429,9672.0,9640.0,2530.0,2418.0,495.0,753.0,1252.0,625.0,541.0,2410.0
19,64683,144,2560.7357142857145,3600.0,3600.0,940.0,900.0,324.0,276.0,600.0,210.0,90.0,900.0
19,64691,74,2467.1583333333333,4970.0,4970.0,1464.0,1420.0,116.0,336.0,452.0,370.0,598.0,1420.0
19,64691,76,2561.675,2387.0,2387.0,692.0,682.0,278.0,212.0,490.0,124.0,68.0,682.0
19,64691,78,2488.5166666666664,39564.0,39550.0,11394.0,11304.0,1380.0,3019.0,4400.0,3450.0,3454.0,11300.0
19,64691,80,2512.983333333333,2065.0,2065.0,608.0,590.0,114.0,202.0,316.0,146.0,128.0,590.0
19,64691,144,2510.758333333333,1253.0,1253.0,360.0,358.0,80.0,76.0,156.0,136.0,66.0,358.0
19,64709,78,2466.6666666666665,42651.0,42644.0,12958.0,12186.0,1154.0,2628.0,3782.0,3620.0,4784.0,12184.0
19,64717,80,2514.4249999999997,1869.0,1869.0,536.0,534.0,114.0,164.0,278.0,142.0,114.0,534.0
19,64717,74,2518.3,812.0,812.0,164.0,164.0,22.0,47.0,69.0,45.0,50.0,164.0
19,64717,78,2506.6,36904.0,36904.0,10624.0,10544.0,1864.0,3048.0,4912.0,3116.0,2516.0,10544.0
19,64725,77,2555.742857142857,18416.0,18416.0,4662.0,4604.0,1524.0,1362.0,2886.0,1036.0,682.0,4604.0
19,64725,75,2476.95,1088.0,1088.0,194.0,192.0,25.0,35.0,60.0,47.0,85.0,192.0
19,64725,76,2552.085714285714,47176.0,47168.0,11912.0,11794.0,3750.0,3596.0,7347.0,2430.0,2016.0,11792.0
19,64725,79,2499.942857142857,9224.0,9216.0,2364.0,2306.0,286.0,598.0,884.0,730.0,690.0,2304.0
19,64725,80,2568.914285714286,82120.0,82104.0,21002.0,20530.0,8039.0,6235.0,14275.0,3680.0,2574.0,20526.0
19,64725,144,2547.8642857142854,15904.0,15896.0,4046.0,3976.0,1282.0,1224.0,2507.0,876.0,592.0,3974.0
19,64725,74,2471.871428571428,80432.0,80376.0,20786.0,20108.0,1743.0,3986.0,5728.0,5630.0,8749.0,20094.0
19,64725,78,2491.1857142857143,351136.0,350960.0,89716.0,87784.0,10782.0,20755.0,31541.0,25304.0,30939.0,87740.0
19,64733,74,2452.914285714286,332568.0,332072.0,87186.0,83142.0,6330.0,13810.0,20139.0,19566.0,43434.0,83018.0
19,64733,75,2493.792857142857,7872.0,7872.0,2052.0,1968.0,276.0,464.0,740.0,534.0,694.0,1968.0
19,64733,76,2578.578571428571,180424.0,180392.0,45950.0,45106.0,19845.0,12568.0,32413.0,7311.0,5381.0,45098.0
19,64733,77,2549.7428571428572,81184.0,81160.0,20586.0,20296.0,6011.0,6495.0,12509.0,4364.0,3422.0,20290.0
19,64733,78,2471.121428571428,3085216.0,3082528.0,791100.0,771304.0,67536.0,153304.0,220841.0,208410.0,342036.0,770632.0
19,64733,79,2507.6357142857137,14944.0,14936.0,3852.0,3736.0,634.0,950.0,1584.0,1022.0,1128.0,3734.0
19,64733,80,2548.1642857142856,434328.0,434088.0,112300.0,108582.0,36183.0,30801.0,66986.0,22165.0,19430.0,108522.0
19,64733,144,2546.392857142858,53112.0,53088.0,13592.0,13278.0,4485.0,3573.0,8060.0,2564.0,2652.0,13272.0
19,64758,78,2477.9083333333333,14560.0,14553.0,4248.0,4160.0,466.0,990.0,1456.0,1198.0,1505.0,4158.0
19,64766,78,2518.8750000000005,19390.0,19390.0,5604.0,5540.0,1136.0,1804.0,2940.0,1524.0,1076.0,5540.0
19,64766,80,2550.5833333333335,7490.0,7490.0,2180.0,2140.0,736.0,706.0,1442.0,448.0,250.0,2140.0
19,64766,76,2566.0249999999996,784.0,784.0,158.0,158.0,76.0,46.0,122.0,22.0,14.0,158.0
19,64774,78,2468.2,110600.0,110272.0,28622.0,27650.0,2166.0,5498.0,7662.0,7640.0,12343.0,27568.0
19,64774,74,2438.5071428571428,5400.0,5400.0,1440.0,1350.0,44.0,204.0,248.0,350.0,752.0,1350.0
19,64774,80,2426.2833333333333,904.0,896.0,204.0,199.0,16.0,41.0,57.0,58.0,82.0,197.0
19,64790,74,2497.957142857143,2928.0,2928.0,748.0,732.0,88.0,200.0,288.0,204.0,240.0,732.0
19,64790,76,2596.6692307692306,1736.0,1736.0,429.0,424.0,232.0,110.0,342.0,37.0,45.0,424.0
19,64790,77,2571.983333333333,1504.0,1504.0,364.0,364.0,163.0,86.0,249.0,63.0,52.0,364.0
19,64790,78,2504.8142857142857,29856.0,29856.0,7544.0,7464.0,1112.0,1968.0,3080.0,2048.0,2336.0,7464.0
19,64790,144,2519.366666666667,952.0,952.0,152.0,152.0,54.0,29.0,83.0,28.0,41.0,152.0
19,64790,80,2569.0499999999997,9752.0,9744.0,2476.0,2438.0,948.0,780.0,1730.0,398.0,310.0,2436.0
19,64808,75,2477.6499999999996,476.0,476.0,102.0,102.0,6.0,16.0,22.0,33.0,47.0,102.0
19,64808,76,2568.1357142857146,4512.0,4496.0,1136.0,1128.0,446.0,344.0,794.0,182.0,152.0,1124.0
19,64808,78,2464.6785714285716,215000.0,214928.0,54956.0,53750.0,3803.0,10243.0,14047.0,14585.0,25120.0,53732.0
19,64808,80,2506.3416666666667,2016.0,2016.0,496.0,488.0,57.0,146.0,203.0,144.0,141.0,488.0
19,64816,78,2458.416666666667,58975.0,58940.0,17130.0,16850.0,1326.0,3260.0,4586.0,4713.0,7551.0,16840.0
19,64816,76,2551.291666666667,3493.0,3493.0,1024.0,998.0,418.0,248.0,666.0,164.0,168.0,998.0
19,64832,77,2556.7875000000004,1080.0,1080.0,436.0,432.0,252.0,102.0,354.0,40.0,38.0,432.0
19,64832,74,2508.2875,960.0,960.0,388.0,384.0,122.0,102.0,224.0,98.0,62.0,384.0
19,64832,76,2593.075,4055.0,4055.0,1632.0,1622.0,1192.0,298.0,1490.0,74.0,58.0,1622.0
19,64832,78,2493.3625,18630.0,18630.0,7492.0,7452.0,1830.0,2062.0,3892.0,1938.0,1622.0,7452.0
19,64832,80,2556.7625,12250.0,12250.0,4932.0,4900.0,2618.0,1380.0,3998.0,598.0,304.0,4900.0
19,64832,144,2565.1375,2310.0,2310.0,952.0,924.0,564.0,200.0,764.0,84.0,76.0,924.0
19,64840,74,2473.757142857143,3792.0,3792.0,996.0,948.0,84.0,192.0,276.0,284.0,388.0,948.0
19,64840,144,2525.4,2168.0,2168.0,542.0,530.0,150.0,143.0,293.0,104.0,133.0,530.0
19,64840,76,2567.335714285714,6024.0,6024.0,1556.0,1506.0,590.0,448.0,1038.0,274.0,194.0,1506.0
19,64840,77,2552.55,4432.0,4432.0,1120.0,1108.0,298.0,404.0,702.0,262.0,144.0,1108.0
19,64840,78,2484.4500000000003,123608.0,123520.0,31270.0,30902.0,3265.0,7148.0,10414.0,8735.0,11747.0,30880.0
19,64840,80,2519.8142857142857,13664.0,13664.0,3504.0,3416.0,674.0,954.0,1628.0,930.0,858.0,3416.0
19,64857,76,2536.59,1043.0,1043.0,280.0,278.0,74.0,90.0,164.0,56.0,58.0,278.0
19,64857,74,2413.733333333333,26663.0,26649.0,7730.0,7618.0,228.0,808.0,1036.0,1690.0,4891.0,7614.0
19,64857,75,2478.875,1274.0,1274.0,334.0,328.0,32.0,76.0,108.0,70.0,150.0,328.0
19,64857,77,2532.758333333333,1526.0,1526.0,444.0,436.0,138.0,132.0,270.0,72.0,94.0,436.0
19,64857,80,2477.5166666666664,9814.0,9814.0,2844.0,2804.0,334.0,702.0,1036.0,728.0,1040.0,2804.0
19,64857,144,2453.4249999999997,1085.0,1085.0,284.0,274.0,33.0,54.0,87.0,73.0,114.0,274.0
19,64857,78,2451.0416666666674,129668.0,129626.0,37324.0,37048.0,2422.0,6580.0,9003.0,10269.0,17774.0,37036.0
19,64865,80,2580.4714285714285,42456.0,42456.0,11748.0,10614.0,4388.0,3456.0,7844.0,1890.0,880.0,10614.0
19,64865,78,2539.8642857142863,10392.0,10392.0,2780.0,2598.0,674.0,806.0,1480.0,690.0,428.0,2598.0
19,64865,77,2584.9428571428575,2088.0,2088.0,532.0,522.0,230.0,170.0,400.0,86.0,36.0,522.0
19,64865,74,2526.914285714286,2320.0,2312.0,596.0,580.0,136.0,170.0,307.0,132.0,140.0,578.0
19,64865,76,2619.5428571428565,26248.0,26248.0,6828.0,6562.0,4020.0,1646.0,5666.0,638.0,258.0,6562.0
19,64865,144,2593.257142857143,6560.0,6560.0,1724.0,1640.0,796.0,492.0,1288.0,242.0,110.0,1640.0
19,64873,144,2390.55,816.0,816.0,130.0,126.0,12.0,27.0,39.0,34.0,53.0,126.0
19,64873,80,2500.8750000000005,1464.0,1464.0,358.0,346.0,46.0,96.0,142.0,65.0,139.0,346.0
19,64873,79,2536.8,912.0,912.0,140.0,138.0,6.0,35.0,41.0,52.0,45.0,138.0
19,64873,78,2487.914285714286,116432.0,116400.0,29400.0,29108.0,3120.0,6883.0,10004.0,8387.0,10714.0,29100.0
19,64873,76,2496.6,920.0,920.0,150.0,147.0,33.0,42.0,75.0,32.0,40.0,147.0
19,64873,74,2446.6428571428573,9648.0,9640.0,2454.0,2412.0,104.0,384.0,488.0,620.0,1303.0,2410.0
19,64881,74,2457.471428571428,17928.0,17928.0,4702.0,4482.0,334.0,846.0,1180.0,1064.0,2238.0,4482.0
19,64881,76,2593.2714285714283,6520.0,6512.0,1676.0,1630.0,864.0,406.0,1270.0,208.0,152.0,1628.0
19,64881,77,2549.871428571428,2640.0,2640.0,664.0,660.0,216.0,206.0,422.0,124.0,114.0,660.0
19,64881,78,2467.442857142857,83752.0,83720.0,21468.0,20938.0,1958.0,3954.0,5912.0,5496.0,9529.0,20930.0
19,64881,80,2550.121428571429,23992.0,23984.0,6222.0,5998.0,2018.0,1688.0,3708.0,1224.0,1066.0,5996.0
19,64881,144,2567.7000000000003,3424.0,3424.0,888.0,856.0,360.0,246.0,606.0,110.0,140.0,856.0
19,64907,80,2521.85,6216.0,6216.0,1636.0,1554.0,338.0,454.0,792.0,358.0,404.0,1554.0
19,64907,144,2520.035714285714,2304.0,2304.0,596.0,576.0,112.0,192.0,304.0,124.0,148.0,576.0
19,64907,78,2473.9285714285716,174712.0,174656.0,44430.0,43678.0,3477.0,9348.0,12826.0,12483.0,18365.0,43664.0
19,64907,74,2458.657142857143,9000.0,9000.0,2324.0,2250.0,126.0,418.0,544.0,598.0,1108.0,2250.0
19,64907,76,2559.0642857142857,6328.0,6328.0,1612.0,1582.0,604.0,436.0,1040.0,292.0,250.0,1582.0
19,64907,77,2551.878571428571,2400.0,2400.0,608.0,600.0,200.0,176.0,376.0,128.0,96.0,600.0
19,64931,78,2481.6,9933.0,9933.0,2876.0,2838.0,308.0,650.0,958.0,906.0,974.0,2838.0
19,64931,76,2569.9416666666666,13020.0,13020.0,3742.0,3720.0,1634.0,1166.0,2800.0,622.0,298.0,3720.0
19,64964,144,2627.971428571429,2480.0,2480.0,624.0,620.0,414.0,138.0,552.0,44.0,24.0,620.0
19,64964,76,2639.0642857142857,15064.0,15064.0,3884.0,3766.0,2692.0,780.0,3472.0,206.0,88.0,3766.0
19,64964,78,2584.5642857142857,2208.0,2208.0,560.0,552.0,258.0,156.0,414.0,90.0,48.0,552.0
19,64964,80,2604.25,5968.0,5968.0,1556.0,1492.0,808.0,410.0,1218.0,180.0,94.0,1492.0
19,64980,74,2509.1857142857143,5552.0,5536.0,1444.0,1388.0,232.0,396.0,630.0,374.0,382.0,1384.0
19,64980,76,2623.492857142857,4896.0,4800.0,1292.0,1224.0,811.0,250.0,1061.0,109.0,54.0,1200.0
19,64980,80,2595.3857142857146,45984.0,45472.0,12160.0,11496.0,5911.0,3157.0,9066.0,1598.0,829.0,11368.0
19,64980,144,2599.3142857142857,5944.0,5888.0,1576.0,1486.0,768.0,408.0,1175.0,193.0,118.0,1472.0
19,64980,78,2520.6785714285716,27440.0,27352.0,7060.0,6860.0,1349.0,1958.0,3309.0,1818.0,1733.0,6838.0
19,64998,74,2481.5249999999996,2140.0,2140.0,864.0,856.0,172.0,240.0,412.0,230.0,214.0,856.0
19,64998,76,2559.2625,4840.0,4840.0,1948.0,1936.0,1046.0,532.0,1578.0,260.0,98.0,1936.0
19,64998,77,2529.375,3000.0,3000.0,1212.0,1200.0,446.0,428.0,874.0,214.0,112.0,1200.0
19,64998,78,2474.8125,18605.0,18605.0,7540.0,7442.0,1186.0,2028.0,3214.0,2220.0,2008.0,7442.0
19,64998,80,2508.7124999999996,26355.0,26350.0,10696.0,10542.0,2976.0,3410.0,6388.0,2600.0,1554.0,10540.0
19,64998,144,2510.0625,1060.0,1060.0,428.0,424.0,126.0,152.0,278.0,90.0,56.0,424.0
19,65029,144,2619.7357142857145,4216.0,4216.0,1072.0,1054.0,704.0,244.0,948.0,74.0,32.0,1054.0
19,65029,80,2607.2071428571435,12168.0,12160.0,3156.0,3042.0,1711.0,802.0,2514.0,356.0,172.0,3040.0
19,65029,76,2631.2142857142862,13072.0,13072.0,3332.0,3268.0,2204.0,712.0,2916.0,252.0,100.0,3268.0
19,65029,77,2636.65,728.0,728.0,120.0,113.0,58.0,34.0,92.0,14.0,7.0,113.0
19,65029,78,2559.9785714285717,10032.0,10032.0,2558.0,2508.0,888.0,754.0,1642.0,508.0,358.0,2508.0
19,65037,80,2494.4500000000003,896.0,896.0,208.0,206.0,26.0,43.0,69.0,67.0,70.0,206.0
19,65037,78,2456.3999999999996,25508.0,25501.0,7364.0,7288.0,512.0,1388.0,1900.0,2022.0,3366.0,7286.0
19,65045,76,2559.275,1450.0,1450.0,592.0,580.0,312.0,148.0,460.0,90.0,30.0,580.0
19,65045,77,2551.7875000000004,1215.0,1215.0,488.0,486.0,246.0,138.0,384.0,68.0,34.0,486.0
19,65045,78,2479.0875,16340.0,16330.0,6572.0,6536.0,1258.0,1724.0,2983.0,1848.0,1702.0,6532.0
19,65045,80,2519.3624999999997,8255.0,8255.0,3320.0,3302.0,1104.0,1070.0,2174.0,712.0,416.0,3302.0
19,65045,144,2519.225,1340.0,1340.0,544.0,536.0,192.0,146.0,338.0,134.0,64.0,536.0
19,65045,74,2475.775,1650.0,1650.0,664.0,660.0,108.0,184.0,292.0,180.0,188.0,660.0
19,65052,80,2537.25,3960.0,3960.0,1018.0,990.0,270.0,284.0,554.0,242.0,194.0,990.0
19,65052,76,2590.092857142857,33992.0,33992.0,8542.0,8498.0,3992.0,2634.0,6626.0,1232.0,640.0,8498.0
19,65052,144,2553.028571428571,1664.0,1664.0,420.0,416.0,116.0,154.0,270.0,88.0,58.0,416.0
19,65052,78,2500.1642857142856,9664.0,9656.0,2456.0,2416.0,270.0,678.0,949.0,728.0,738.0,2414.0
19,65060,74,2496.242857142857,7168.0,7168.0,1842.0,1792.0,240.0,464.0,704.0,492.0,596.0,1792.0
19,65060,76,2592.028571428571,58496.0,58480.0,14808.0,14624.0,6908.0,4620.0,11530.0,2058.0,1036.0,14620.0
19,65060,77,2563.5357142857138,7416.0,7416.0,1874.0,1854.0,572.0,674.0,1246.0,440.0,168.0,1854.0
19,65060,78,2514.2999999999997,57736.0,57728.0,14692.0,14434.0,2220.0,4314.0,6536.0,4220.0,3678.0,14432.0
19,65060,79,2614.8500000000004,936.0,936.0,146.0,144.0,35.0,49.0,84.0,37.0,23.0,144.0
19,65060,80,2552.057142857143,43328.0,43328.0,11144.0,10832.0,3128.0,3676.0,6804.0,2422.0,1606.0,10832.0
19,65060,144,2572.2785714285715,17344.0,17336.0,4416.0,4336.0,1594.0,1508.0,3104.0,858.0,374.0,4334.0
19,65078,78,2502.9666666666662,9905.0,9898.0,2864.0,2830.0,486.0,830.0,1318.0,726.0,786.0,2828.0
19,65094,74,2476.1500000000005,2280.0,2280.0,582.0,570.0,56.0,106.0,162.0,178.0,230.0,570.0
19,65094,76,2573.15,8296.0,8296.0,2098.0,2074.0,834.0,660.0,1494.0,348.0,232.0,2074.0
19,65094,77,2568.9357142857143,2888.0,2888.0,736.0,722.0,246.0,250.0,496.0,128.0,98.0,722.0
19,65094,78,2498.9000000000005,54504.0,54496.0,13812.0,13626.0,1734.0,3630.0,5365.0,3852.0,4408.0,13624.0
19,65094,80,2514.6071428571427,3736.0,3736.0,966.0,934.0,172.0,252.0,424.0,254.0,256.0,934.0
19,65102,74,2450.616666666667,10199.0,10199.0,2942.0,2914.0,170.0,528.0,698.0,798.0,1418.0,2914.0
19,65102,78,2484.35,39312.0,39305.0,11332.0,11232.0,1286.0,2722.0,4009.0,3556.0,3666.0,11230.0
19,65102,76,2555.975,2492.0,2492.0,728.0,712.0,274.0,212.0,486.0,144.0,82.0,712.0
19,65102,77,2520.85,1414.0,1414.0,404.0,404.0,88.0,126.0,214.0,112.0,78.0,404.0
19,65102,80,2510.2166666666667,29148.0,29141.0,8432.0,8328.0,1560.0,2488.0,4048.0,2344.0,1934.0,8326.0
19,65102,144,2495.1,3990.0,3990.0,1144.0,1140.0,188.0,286.0,474.0,334.0,332.0,1140.0
19,65110,78,2483.45,50617.0,50596.0,14744.0,14462.0,1964.0,3477.0,5441.0,4173.0,4845.0,14456.0
19,65110,80,2491.5083333333337,2100.0,2100.0,620.0,600.0,96.0,156.0,252.0,166.0,182.0,600.0
19,65128,78,2572.95,10590.0,10574.0,10946.0,10590.0,1522.0,2974.0,4496.0,2714.0,3380.0,10574.0
19,65128,76,2667.45,148.0,148.0,148.0,148.0,58.0,52.0,110.0,26.0,12.0,148.0
19,65128,80,2617.45,994.0,992.0,1032.0,994.0,278.0,298.0,576.0,208.0,208.0,992.0
19,65128,74,2586.45,108.0,108.0,112.0,108.0,16.0,34.0,50.0,40.0,18.0,108.0
19,65128,77,2637.65,132.0,132.0,132.0,132.0,32.0,48.0,80.0,36.0,16.0,132.0
19,65136,74,2573.35,3144.0,3144.0,1600.0,1572.0,284.0,510.0,794.0,396.0,382.0,1572.0
19,65136,76,2687.8333333333335,5992.0,5992.0,3024.0,2996.0,1948.0,728.0,2676.0,218.0,102.0,2996.0
19,65136,144,2629.366666666667,3880.0,3880.0,1980.0,1940.0,754.0,642.0,1396.0,336.0,208.0,1940.0
19,65136,80,2623.433333333333,33336.0,33336.0,17050.0,16668.0,5712.0,6030.0,11742.0,3226.0,1700.0,16668.0
19,65136,78,2569.4,31000.0,30984.0,15824.0,15500.0,2732.0,4819.0,7552.0,4105.0,3839.0,15492.0
19,65136,77,2634.7166666666667,4152.0,4152.0,2080.0,2076.0,788.0,770.0,1558.0,340.0,178.0,2076.0
19,65151,80,2469.5916666666667,1897.0,1897.0,554.0,542.0,70.0,122.0,192.0,120.0,230.0,542.0
19,65151,74,2409.241666666667,1218.0,1218.0,360.0,348.0,2.0,32.0,34.0,78.0,236.0,348.0
19,65151,78,2452.508333333333,8337.0,8337.0,2404.0,2382.0,102.0,424.0,526.0,736.0,1120.0,2382.0
20,65177,78,2489.4666666666667,1883.0,1883.0,542.0,538.0,40.0,122.0,162.0,234.0,142.0,538.0
20,65177,80,2533.6899999999996,1274.0,1274.0,352.0,352.0,106.0,112.0,218.0,92.0,42.0,352.0
20,65185,80,2501.225,5432.0,5432.0,1656.0,1552.0,224.0,492.0,716.0,474.0,362.0,1552.0
20,65185,78,2457.816666666667,1470.0,1470.0,432.0,420.0,14.0,82.0,96.0,172.0,152.0,420.0
20,65193,80,2475.4666666666667,5950.0,5950.0,1724.0,1700.0,160.0,424.0,584.0,494.0,622.0,1700.0
20,65193,78,2448.9500000000003,13237.0,13223.0,3818.0,3782.0,192.0,622.0,815.0,1159.0,1807.0,3778.0
20,65201,80,2567.2,276.0,276.0,288.0,276.0,38.0,70.0,108.0,76.0,92.0,276.0
20,65201,78,2556.2,622.0,622.0,630.0,622.0,72.0,140.0,212.0,182.0,228.0,622.0
20,65243,74,2441.207142857143,2912.0,2912.0,740.0,728.0,38.0,134.0,172.0,170.0,386.0,728.0
20,65243,144,2524.8,1008.0,1008.0,160.0,158.0,27.0,36.0,63.0,38.0,57.0,158.0
20,65243,80,2503.914285714286,9960.0,9960.0,2540.0,2490.0,380.0,656.0,1036.0,700.0,754.0,2490.0
20,65243,78,2466.9000000000005,153352.0,153280.0,38732.0,38338.0,2428.0,7241.0,9669.0,10938.0,17732.0,38320.0
20,65243,76,2521.2,2128.0,2128.0,532.0,532.0,110.0,168.0,278.0,130.0,124.0,532.0
21,65318,76,2589.775,1582.0,1582.0,456.0,452.0,248.0,128.0,376.0,56.0,20.0,452.0
21,65318,78,2485.7083333333335,2835.0,2835.0,828.0,810.0,118.0,180.0,298.0,248.0,264.0,810.0
21,65318,80,2574.2999999999997,12243.0,12236.0,3580.0,3498.0,1546.0,1210.0,2758.0,542.0,198.0,3496.0
21,65318,144,2534.9125,1092.0,1092.0,286.0,282.0,127.0,72.0,199.0,56.0,27.0,282.0
21,65334,80,2571.3250000000003,7917.0,7917.0,2314.0,2262.0,970.0,800.0,1770.0,348.0,144.0,2262.0
21,65334,144,2591.47,1120.0,1113.0,302.0,302.0,160.0,100.0,261.0,28.0,13.0,300.0
21,65334,78,2516.6333333333337,1407.0,1407.0,424.0,402.0,78.0,120.0,198.0,116.0,88.0,402.0
21,65359,80,2536.533333333333,756.0,749.0,420.0,200.0,17.0,64.0,81.0,72.0,46.0,198.0
21,65367,78,2516.166666666667,1701.0,1701.0,532.0,486.0,112.0,122.0,234.0,142.0,110.0,486.0
21,65367,144,2573.7250000000004,1288.0,1288.0,376.0,368.0,174.0,108.0,282.0,48.0,38.0,368.0
21,65367,80,2574.166666666667,9695.0,9695.0,2864.0,2770.0,1238.0,948.0,2186.0,396.0,188.0,2770.0
21,65391,76,2556.163636363636,1309.0,1309.0,369.0,364.0,173.0,94.0,267.0,66.0,31.0,364.0
21,65391,78,2534.525,2170.0,2170.0,636.0,620.0,206.0,206.0,412.0,108.0,100.0,620.0
21,65391,80,2574.45,23100.0,23093.0,6792.0,6600.0,3009.0,2260.0,5270.0,984.0,346.0,6598.0
21,65391,144,2577.6666666666665,2646.0,2646.0,768.0,756.0,380.0,252.0,632.0,84.0,40.0,756.0
21,65417,144,2554.4785714285717,3664.0,3664.0,948.0,916.0,320.0,280.0,600.0,174.0,142.0,916.0
21,65417,80,2555.3642857142854,30000.0,29984.0,7722.0,7500.0,2328.0,2504.0,4836.0,1660.0,1004.0,7496.0
21,65417,76,2571.1357142857137,3208.0,3208.0,816.0,802.0,312.0,264.0,576.0,136.0,90.0,802.0
21,65417,74,2447.942857142857,1784.0,1784.0,460.0,446.0,16.0,82.0,98.0,110.0,238.0,446.0
21,65417,78,2475.692857142857,24176.0,24168.0,6196.0,6044.0,524.0,1236.0,1760.0,1772.0,2511.0,6042.0
21,65425,76,2565.3,1120.0,1120.0,292.0,288.0,142.0,97.0,239.0,41.0,8.0,288.0
21,65425,80,2580.3333333333335,12397.0,12397.0,3724.0,3542.0,1722.0,1140.0,2862.0,480.0,200.0,3542.0
21,65425,78,2481.95,532.0,532.0,108.0,102.0,35.0,39.0,74.0,13.0,15.0,102.0
21,65433,80,2586.558333333333,3360.0,3360.0,960.0,960.0,534.0,264.0,798.0,122.0,40.0,960.0
21,65458,80,2573.9083333333333,10682.0,10640.0,3134.0,3052.0,1413.0,983.0,2396.0,474.0,182.0,3040.0
21,65458,78,2450.1416666666673,28070.0,28007.0,8212.0,8020.0,505.0,1444.0,1949.0,2226.0,3843.0,8002.0
21,65458,76,2568.975,1603.0,1603.0,472.0,458.0,212.0,150.0,362.0,60.0,36.0,458.0
21,65466,80,2636.3500000000004,794.0,794.0,856.0,794.0,254.0,258.0,512.0,156.0,126.0,794.0
21,65466,78,2523.25,1256.0,1256.0,1404.0,1256.0,82.0,260.0,342.0,338.0,576.0,1256.0
21,65466,76,2656.5,140.0,140.0,140.0,140.0,60.0,36.0,96.0,20.0,24.0,140.0
21,65474,74,2373.3,532.0,532.0,105.0,87.0,2.0,14.0,16.0,26.0,45.0,87.0
21,65482,76,2680.8500000000004,250.0,250.0,264.0,250.0,108.0,96.0,204.0,36.0,10.0,250.0
21,65482,78,2585.95,468.0,468.0,508.0,468.0,86.0,122.0,208.0,118.0,142.0,468.0
21,65482,80,2654.1499999999996,3026.0,3026.0,3272.0,3026.0,1192.0,936.0,2128.0,480.0,418.0,3026.0
21,65482,74,2517.5,96.0,96.0,120.0,96.0,10.0,12.0,22.0,30.0,44.0,96.0
22,65532,75,2518.0,672.0,672.0,108.0,108.0,3.0,32.0,35.0,36.0,37.0,108.0
22,65532,78,2478.4357142857143,2432.0,2424.0,630.0,608.0,52.0,104.0,156.0,208.0,243.0,606.0
22,65532,80,2508.085714285714,9216.0,9208.0,2372.0,2304.0,386.0,566.0,952.0,614.0,736.0,2302.0
22,65532,144,2520.5,760.0,760.0,136.0,118.0,10.0,34.0,44.0,28.0,46.0,118.0
23,65540,78,2486.6,3088.0,3088.0,796.0,772.0,58.0,176.0,234.0,274.0,264.0,772.0
23,65540,80,2654.95,864.0,856.0,144.0,130.0,39.0,37.0,77.0,29.0,24.0,129.0
23,65557,78,2450.9166666666665,1295.0,1295.0,380.0,370.0,18.0,68.0,86.0,96.0,188.0,370.0
23,65557,80,2527.425,798.0,798.0,166.0,166.0,24.0,50.0,74.0,45.0,47.0,166.0
23,65565,144,2430.7,784.0,784.0,120.0,120.0,17.0,23.0,40.0,39.0,41.0,120.0
23,65565,80,2502.464285714286,6888.0,6848.0,1774.0,1722.0,245.0,422.0,668.0,528.0,524.0,1712.0
23,65565,78,2474.2571428571428,6496.0,6464.0,1646.0,1624.0,120.0,309.0,430.0,476.0,717.0,1616.0
23,65581,80,2535.1642857142856,3384.0,3384.0,904.0,846.0,216.0,242.0,458.0,240.0,148.0,846.0
23,65599,78,2442.25,80.0,80.0,86.0,80.0,0.0,0.0,0.0,22.0,58.0,80.0
23,65599,80,2481.9,22.0,22.0,26.0,22.0,2.0,2.0,4.0,4.0,14.0,22.0
23,65607,75,2441.3400000000006,1704.0,1704.0,482.0,390.0,6.0,52.0,58.0,124.0,208.0,390.0
23,65615,144,2415.0499999999997,1136.0,1128.0,212.0,200.0,20.0,43.0,63.0,53.0,83.0,199.0
23,65615,75,2456.4928571428572,2928.0,2928.0,758.0,732.0,52.0,94.0,146.0,188.0,398.0,732.0
