,Unnamed: 0,District Code,Agency Name,American Indian/Alaska Native,Black,Hispanic,White,Hawaiian Nat./Pacific Isl.,Two or More Races,Asian or Asian/Pacific Islander,Total Enrollment,Total Revenue,Revenue per student
0,0,64212.0,ABC UNIFIED,63.0,1791.0,9425.0,1302.0,158.0,524.0,7459.0,20722.0,226251000.0,10918.4
1,1,61630.0,ACALANES UNION HIGH,9.0,95.0,508.0,3622.0,16.0,402.0,850.0,5502.0,37710000.0,6853.87
2,2,66761.0,ACKERMAN CHARTER,2.0,4.0,74.0,460.0,0.0,37.0,9.0,586.0,4410000.0,7525.6
3,3,75309.0,ACTON-AGUA DULCE UNIFIED,36.0,705.0,3466.0,4199.0,18.0,1040.0,536.0,10000.0,29983000.0,2998.3
4,4,67587.0,ADELANTO ELEMENTARY,35.0,2156.0,6327.0,1010.0,88.0,517.0,139.0,10272.0,120023000.0,11684.48
6,6,61119.0,ALAMEDA UNIFIED,33.0,924.0,1897.0,3292.0,85.0,1206.0,3722.0,11159.0,96642000.0,8660.45
7,7,61127.0,ALBANY CITY UNIFIED,5.0,117.0,603.0,1368.0,7.0,522.0,1080.0,3702.0,58211000.0,15724.2
8,8,70599.0,ALEXANDER VALLEY UNION ELEMENTARY,0.0,1.0,48.0,80.0,0.0,1.0,0.0,130.0,1123000.0,8638.46
9,9,75713.0,ALHAMBRA UNIFIED,33.0,112.0,7071.0,349.0,16.0,406.0,9084.0,17071.0,250138000.0,14652.8
10,10,65961.0,ALISAL UNION,4.0,34.0,8414.0,117.0,18.0,517.0,131.0,9235.0,109541000.0,11861.51
11,11,71795.0,ALLENSWORTH ELEMENTARY,0.0,1.0,77.0,0.0,0.0,0.0,0.0,78.0,1105000.0,14166.67
12,12,71803.0,ALPAUGH UNIFIED,4.0,16.0,501.0,213.0,0.0,44.0,15.0,793.0,5021000.0,6331.65
13,13,61333.0,ALPINE COUNTY UNIFIED,32.0,0.0,4.0,42.0,0.0,2.0,0.0,80.0,1714000.0,21425.0
14,14,67967.0,ALPINE UNION ELEMENTARY,81.0,37.0,400.0,1111.0,7.0,74.0,35.0,1745.0,13433000.0,7697.99
15,15,67595.0,ALTA LOMA ELEMENTARY,31.0,381.0,2676.0,2281.0,28.0,90.0,501.0,5988.0,55109000.0,9203.24
16,16,71811.0,ALTA VISTA ELEMENTARY,4.0,0.0,449.0,76.0,19.0,2.0,5.0,555.0,7103000.0,12798.2
17,17,66779.0,ALTA-DUTCH FLAT UNION ELEMENTARY,1.0,0.0,6.0,91.0,0.0,5.0,1.0,104.0,794000.0,7634.62
18,18,69369.0,ALUM ROCK UNION ELEMENTARY,21.0,156.0,9154.0,194.0,97.0,134.0,1868.0,11624.0,113219000.0,9740.11
19,19,65177.0,ALVIEW-DAIRYLAND UNION ELEMENTARY,1.0,0.0,213.0,156.0,0.0,1.0,10.0,381.0,3352000.0,8797.9
20,20,61994.0,ALVINA ELEMENTARY,2.0,0.0,154.0,24.0,1.0,0.0,1.0,182.0,1769000.0,9719.78
21,21,66977.0,ALVORD UNIFIED,40.0,720.0,15161.0,2034.0,85.0,245.0,949.0,19234.0,222608000.0,11573.67
23,23,73981.0,AMADOR COUNTY UNIFIED,101.0,23.0,780.0,2652.0,9.0,245.0,54.0,3864.0,17515000.0,4532.87
24,24,66423.0,ANAHEIM ELEMENTARY,18.0,265.0,15961.0,873.0,67.0,328.0,1046.0,18558.0,164715000.0,8875.69
25,25,66431.0,ANAHEIM UNION HIGH,145.0,716.0,20555.0,3135.0,167.0,726.0,5287.0,30731.0,349807000.0,11382.87
26,26,69856.0,ANDERSON UNION HIGH,104.0,30.0,293.0,1274.0,10.0,52.0,49.0,1812.0,17738000.0,9789.18
27,27,65540.0,ANDERSON VALLEY UNIFIED,4.0,5.0,384.0,110.0,0.0,3.0,1.0,507.0,6682000.0,13179.49
28,28,71472.0,ANTELOPE ELEMENTARY,16.0,9.0,187.0,568.0,1.0,24.0,11.0,816.0,7755000.0,9503.68
29,29,64246.0,ANTELOPE VALLEY UNION HIGH,77.0,4207.0,14647.0,3260.0,46.0,1030.0,628.0,23895.0,288343000.0,12067.09
30,30,61648.0,ANTIOCH UNIFIED,104.0,4333.0,7533.0,2623.0,214.0,889.0,1630.0,17326.0,167684000.0,9678.17
31,31,75077.0,APPLE VALLEY UNIFIED,58.0,1287.0,6520.0,5718.0,72.0,291.0,424.0,14370.0,140868000.0,9802.92
32,32,64261.0,ARCADIA UNIFIED,12.0,170.0,1380.0,1290.0,8.0,182.0,6483.0,9525.0,77631000.0,8150.24
33,33,62679.0,ARCATA ELEMENTARY,34.0,13.0,159.0,715.0,3.0,121.0,19.0,1064.0,11841000.0,11128.76
34,34,67280.0,ARCOHE UNION ELEMENTARY,5.0,12.0,204.0,198.0,2.0,23.0,7.0,451.0,4052000.0,8984.48
35,35,65557.0,ARENA UNION ELEMENTARY,28.0,0.0,154.0,113.0,0.0,18.0,0.0,313.0,0.0,0.0
36,36,63875.0,ARMONA UNION ELEMENTARY,27.0,54.0,1051.0,348.0,2.0,38.0,22.0,1542.0,14613000.0,9476.65
37,38,63313.0,ARVIN UNION,5.0,16.0,2902.0,95.0,0.0,3.0,7.0,3028.0,40148000.0,13258.92
38,39,68700.0,ATASCADERO UNIFIED,47.0,64.0,1288.0,2983.0,5.0,132.0,108.0,4627.0,28220000.0,6098.98
39,40,65631.0,ATWATER ELEMENTARY,35.0,113.0,3511.0,969.0,13.0,105.0,218.0,4964.0,60592000.0,12206.29
40,41,66787.0,AUBURN UNION ELEMENTARY,21.0,28.0,626.0,1209.0,2.0,100.0,49.0,2035.0,15804000.0,7766.09
41,42,64279.0,AZUSA UNIFIED,19.0,116.0,8073.0,296.0,1.0,56.0,184.0,8745.0,115452000.0,13202.06
42,43,73858.0,BAKER VALLEY UNIFIED,0.0,0.0,110.0,14.0,0.0,0.0,0.0,124.0,964000.0,7774.19
43,44,63321.0,BAKERSFIELD CITY,150.0,2422.0,23959.0,2899.0,37.0,537.0,368.0,30372.0,380895000.0,12540.99
44,45,64287.0,BALDWIN PARK UNIFIED,230.0,564.0,14575.0,577.0,41.0,697.0,1049.0,17733.0,200607000.0,11312.64
45,46,69104.0,BALLARD ELEMENTARY,0.0,1.0,18.0,105.0,0.0,2.0,3.0,129.0,640000.0,4961.24
46,47,65649.0,BALLICO-CRESSEY ELEMENTARY,3.0,5.0,211.0,104.0,0.0,39.0,11.0,373.0,3684000.0,9876.68
47,48,61382.0,BANGOR UNION ELEMENTARY,4.0,0.0,13.0,67.0,0.0,3.0,0.0,87.0,1125000.0,12931.03
48,49,66985.0,BANNING UNIFIED,128.0,365.0,3072.0,580.0,7.0,140.0,249.0,4541.0,53443000.0,11768.99
49,50,68486.0,BANTA ELEMENTARY,0.0,23.0,357.0,169.0,4.0,40.0,177.0,770.0,7016000.0,9111.69
50,51,67611.0,BARSTOW UNIFIED,68.0,1106.0,3212.0,1287.0,71.0,321.0,89.0,6154.0,78476000.0,12752.03
51,52,65185.0,BASS LAKE JOINT UNION ELEMENTARY,17.0,5.0,162.0,657.0,1.0,30.0,19.0,891.0,5251000.0,5893.38
52,53,64295.0,BASSETT UNIFIED,6.0,28.0,3444.0,42.0,3.0,0.0,166.0,3689.0,53525000.0,14509.35
53,54,68858.0,BAYSHORE ELEMENTARY,0.0,15.0,158.0,10.0,19.0,14.0,152.0,368.0,28589000.0,77687.5
54,55,67637.0,BEAR VALLEY UNIFIED,10.0,20.0,876.0,1510.0,3.0,78.0,26.0,2523.0,21245000.0,8420.53
55,56,63339.0,BEARDSLEY ELEMENTARY,7.0,58.0,690.0,923.0,0.0,126.0,6.0,1810.0,18130000.0,10016.57
56,57,66993.0,BEAUMONT UNIFIED,91.0,627.0,5174.0,3226.0,30.0,285.0,542.0,9975.0,98646000.0,9889.32
57,58,69872.0,BELLA VISTA ELEMENTARY,17.0,7.0,39.0,275.0,1.0,11.0,11.0,361.0,3281000.0,9088.64
58,59,72306.0,BELLEVIEW ELEMENTARY,2.0,5.0,32.0,100.0,3.0,4.0,1.0,147.0,1487000.0,10115.65
59,60,70615.0,BELLEVUE UNION,17.0,29.0,1585.0,179.0,1.0,23.0,61.0,1895.0,18680000.0,9857.52
60,61,64303.0,BELLFLOWER UNIFIED,59.0,1604.0,7928.0,1274.0,96.0,301.0,1035.0,12297.0,135823000.0,11045.21
61,62,68866.0,BELMONT-REDWOOD SHORES ELEMENTARY,6.0,71.0,500.0,1797.0,34.0,536.0,1286.0,4230.0,26884000.0,6355.56
62,63,63347.0,BELRIDGE ELEMENTARY,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,390000.0,12187.5
63,64,70524.0,BENICIA UNIFIED,21.0,383.0,907.0,2239.0,15.0,689.0,599.0,4853.0,35896000.0,7396.66
64,65,70623.0,BENNETT VALLEY UNION ELEMENTARY,4.0,23.0,220.0,666.0,9.0,65.0,48.0,1035.0,6105000.0,5898.55
65,66,61143.0,BERKELEY UNIFIED,16.0,1667.0,2473.0,3868.0,22.0,1378.0,814.0,10238.0,122851000.0,11999.51
66,67,69377.0,BERRYESSA UNION ELEMENTARY,3.0,129.0,1719.0,381.0,46.0,378.0,4640.0,7296.0,57336000.0,7858.55
67,68,64311.0,BEVERLY HILLS UNIFIED,8.0,111.0,319.0,2923.0,10.0,153.0,499.0,4023.0,34713000.0,8628.64
68,69,62026.0,BIG CREEK ELEMENTARY,0.0,0.0,15.0,39.0,0.0,1.0,0.0,55.0,630000.0,11454.55
69,70,62695.0,BIG LAGOON UNION ELEMENTARY,4.0,0.0,4.0,8.0,0.0,2.0,0.0,18.0,414000.0,23000.0
70,71,75184.0,BIG OAK FLAT-GROVELAND UNIFIED,4.0,5.0,48.0,236.0,0.0,6.0,3.0,302.0,1603000.0,5307.95
71,72,63248.0,BIG PINE UNIFIED,76.0,0.0,36.0,40.0,1.0,17.0,1.0,171.0,1650000.0,9649.12
72,73,70185.0,BIG SPRINGS UNION ELEMENTARY,3.0,1.0,34.0,121.0,0.0,15.0,5.0,179.0,1815000.0,10139.66
73,74,75150.0,BIG SUR UNIFIED,0.0,0.0,26.0,67.0,1.0,13.0,2.0,109.0,1551000.0,14229.36
74,75,64089.0,BIG VALLEY JOINT UNIFIED,8.0,0.0,21.0,118.0,0.0,0.0,0.0,147.0,1595000.0,10850.34
75,76,61408.0,BIGGS UNIFIED,5.0,13.0,231.0,348.0,2.0,5.0,13.0,617.0,6067000.0,9833.06
76,77,76687.0,BISHOP UNIFIED,279.0,9.0,714.0,734.0,0.0,131.0,23.0,1890.0,11530000.0,6100.53
77,78,67454.0,BITTERWATER-TULLY ELEMENTARY,0.0,0.0,11.0,21.0,0.0,0.0,0.0,32.0,359000.0,11218.75
78,79,69880.0,BLACK BUTTE UNION ELEMENTARY,12.0,2.0,22.0,162.0,2.0,11.0,2.0,213.0,1489000.0,6990.61
79,80,73783.0,BLACK OAK MINE UNIFIED,29.0,6.0,118.0,1067.0,0.0,22.0,11.0,1253.0,9424000.0,7521.15
80,81,63354.0,BLAKE ELEMENTARY,0.0,0.0,4.0,7.0,0.0,0.0,0.0,11.0,215000.0,19545.45
81,82,69112.0,BLOCHMAN UNION ELEMENTARY,8.0,15.0,326.0,814.0,5.0,91.0,18.0,1277.0,2426000.0,1899.77
82,83,62703.0,BLUE LAKE UNION ELEMENTARY,13.0,1.0,20.0,95.0,0.0,40.0,0.0,169.0,1730000.0,10236.69
83,84,70193.0,BOGUS ELEMENTARY,0.0,0.0,0.0,14.0,0.0,6.0,0.0,20.0,212000.0,10600.0
84,85,65300.0,BOLINAS-STINSON UNION,0.0,1.0,20.0,52.0,0.0,10.0,2.0,85.0,1733000.0,20388.24
85,86,64329.0,BONITA UNIFIED,23.0,313.0,5202.0,2976.0,17.0,866.0,830.0,10227.0,96722000.0,9457.51
86,87,69732.0,BONNY DOON UNION ELEMENTARY,2.0,0.0,5.0,152.0,0.0,1.0,3.0,163.0,744000.0,4564.42
87,88,76851.0,BONSALL UNIFIED,153.0,56.0,932.0,1360.0,11.0,212.0,135.0,2859.0,19562000.0,6842.25
88,89,67983.0,BORREGO SPRINGS UNIFIED,4.0,34.0,704.0,113.0,5.0,20.0,6.0,886.0,11453000.0,12926.64
89,90,65979.0,BRADLEY UNION ELEMENTARY,5.0,3.0,53.0,131.0,0.0,16.0,6.0,214.0,984000.0,4598.13
90,91,63073.0,BRAWLEY ELEMENTARY,1.0,34.0,3794.0,143.0,1.0,3.0,16.0,3992.0,48581000.0,12169.59
91,92,63081.0,BRAWLEY UNION HIGH,1.0,21.0,1650.0,152.0,2.0,5.0,15.0,1846.0,23161000.0,12546.59
92,93,66449.0,BREA-OLINDA UNIFIED,10.0,96.0,2150.0,1972.0,26.0,178.0,1477.0,5909.0,33795000.0,5719.24
93,94,61655.0,BRENTWOOD UNION ELEMENTARY,29.0,639.0,2719.0,3812.0,59.0,676.0,983.0,8917.0,75006000.0,8411.57
94,95,61556.0,BRET HARTE UNION HIGH,10.0,0.0,138.0,497.0,0.0,38.0,13.0,696.0,2958000.0,4250.0
95,96,62729.0,BRIDGEVILLE ELEMENTARY,0.0,0.0,2.0,20.0,0.0,3.0,0.0,25.0,523000.0,20920.0
96,97,72447.0,BRIGGS ELEMENTARY,0.0,0.0,513.0,26.0,0.0,3.0,0.0,542.0,5731000.0,10573.8
97,98,68874.0,BRISBANE ELEMENTARY,0.0,8.0,148.0,134.0,4.0,37.0,133.0,464.0,2951000.0,6359.91
98,99,71357.0,BRITTAN ELEMENTARY,5.0,0.0,102.0,309.0,0.0,50.0,0.0,466.0,3881000.0,8328.33
99,100,71365.0,BROWNS ELEMENTARY,0.0,1.0,63.0,73.0,1.0,9.0,5.0,152.0,1232000.0,8105.26
100,101,61838.0,BUCKEYE UNION ELEMENTARY,14.0,47.0,742.0,3599.0,16.0,345.0,453.0,5216.0,38112000.0,7306.75
101,102,69138.0,BUELLTON UNION ELEMENTARY,4.0,4.0,268.0,294.0,0.0,36.0,8.0,614.0,7414000.0,12074.92
102,103,66456.0,BUENA PARK ELEMENTARY,17.0,218.0,3197.0,341.0,25.0,111.0,928.0,4837.0,51063000.0,10556.75
103,104,71829.0,BUENA VISTA ELEMENTARY,0.0,4.0,139.0,63.0,0.0,3.0,0.0,209.0,2170000.0,10382.78
104,105,64337.0,BURBANK UNIFIED,57.0,418.0,5891.0,7373.0,16.0,886.0,1458.0,16099.0,135169000.0,8396.11
105,106,68882.0,BURLINGAME ELEMENTARY,6.0,22.0,506.0,1775.0,14.0,296.0,791.0,3410.0,24896000.0,7300.88
106,107,71662.0,BURNT RANCH ELEMENTARY,32.0,4.0,20.0,33.0,0.0,5.0,2.0,96.0,1252000.0,13041.67
107,108,62042.0,BURREL UNION ELEMENTARY,0.0,0.0,100.0,9.0,0.0,0.0,3.0,112.0,1311000.0,11705.36
108,109,71837.0,BURTON ELEMENTARY,61.0,33.0,3305.0,1007.0,8.0,26.0,241.0,4681.0,52935000.0,11308.48
110,111,73684.0,BUTTE VALLEY UNIFIED,13.0,0.0,146.0,139.0,0.0,6.0,4.0,308.0,3771000.0,12243.51
111,112,70201.0,BUTTEVILLE UNION ELEMENTARY,0.0,0.0,30.0,1.0,0.0,180.0,0.0,211.0,1936000.0,9175.36
112,113,63370.0,BUTTONWILLOW UNION ELEMENTARY,1.0,3.0,339.0,27.0,0.0,1.0,3.0,374.0,4638000.0,12401.07
113,114,61663.0,BYRON UNION ELEMENTARY,50.0,92.0,527.0,1336.0,29.0,89.0,111.0,2234.0,57951000.0,25940.47
114,115,68890.0,CABRILLO UNIFIED,4.0,13.0,1685.0,1358.0,5.0,123.0,91.0,3279.0,28575000.0,8714.55
115,116,67991.0,CAJON VALLEY UNION,34.0,1025.0,6065.0,8086.0,90.0,1127.0,497.0,16924.0,174505000.0,10311.1
117,118,61564.0,CALAVERAS UNIFIED,49.0,20.0,554.0,2123.0,6.0,143.0,37.0,2932.0,17680000.0,6030.01
118,119,63099.0,CALEXICO UNIFIED,1.0,4.0,9185.0,30.0,0.0,5.0,27.0,9252.0,128881000.0,13930.07
119,120,63388.0,CALIENTE UNION ELEMENTARY,0.0,0.0,5.0,43.0,0.0,3.0,0.0,51.0,648000.0,12705.88
120,125,63107.0,CALIPATRIA UNIFIED,0.0,28.0,1014.0,95.0,0.0,9.0,4.0,1150.0,15093000.0,13124.35
121,126,66241.0,CALISTOGA JOINT UNIFIED,1.0,0.0,712.0,115.0,0.0,17.0,14.0,859.0,3780000.0,4400.47
122,127,69385.0,CAMBRIAN,23.0,91.0,812.0,1549.0,14.0,352.0,673.0,3514.0,19622000.0,5583.95
123,128,61846.0,CAMINO UNION ELEMENTARY,12.0,0.0,154.0,292.0,1.0,44.0,0.0,503.0,4226000.0,8401.59
124,129,69393.0,CAMPBELL UNION,15.0,262.0,3515.0,1809.0,46.0,648.0,1170.0,7465.0,53838000.0,7212.06
125,130,69401.0,CAMPBELL UNION HIGH,31.0,202.0,2684.0,3148.0,52.0,377.0,1316.0,7810.0,44289000.0,5670.81
126,131,72728.0,CAMPTONVILLE ELEMENTARY,10.0,4.0,91.0,335.0,3.0,72.0,4.0,519.0,5287000.0,10186.9
127,132,61671.0,CANYON ELEMENTARY,0.0,2.0,7.0,47.0,0.0,12.0,4.0,72.0,700000.0,9722.22
128,133,62554.0,CAPAY JOINT UNION ELEMENTARY,0.0,0.0,82.0,104.0,0.0,5.0,1.0,192.0,1807000.0,9411.46
129,134,66464.0,CAPISTRANO UNIFIED,112.0,736.0,14113.0,30333.0,73.0,4227.0,4019.0,53613.0,237958000.0,4438.44
130,135,68007.0,CARDIFF ELEMENTARY,0.0,1.0,132.0,513.0,0.0,49.0,9.0,704.0,3181000.0,4518.47
131,136,73551.0,CARLSBAD UNIFIED,38.0,139.0,3079.0,6269.0,25.0,834.0,783.0,11167.0,50177000.0,4493.33
132,137,65987.0,CARMEL UNIFIED,6.0,9.0,463.0,1553.0,4.0,365.0,109.0,2509.0,12511000.0,4986.45
133,138,69146.0,CARPINTERIA UNIFIED,10.0,9.0,1659.0,516.0,1.0,31.0,43.0,2269.0,9074000.0,3999.12
134,139,75598.0,CARUTHERS UNIFIED,6.0,4.0,1202.0,138.0,2.0,14.0,76.0,1442.0,19239000.0,13341.89
135,140,69914.0,CASCADE UNION ELEMENTARY,70.0,20.0,244.0,635.0,6.0,33.0,72.0,1080.0,13052000.0,12085.19
136,141,64345.0,CASTAIC UNION,2.0,52.0,942.0,988.0,4.0,79.0,167.0,2234.0,18963000.0,8488.36
137,142,69922.0,CASTLE ROCK UNION ELEMENTARY,3.0,2.0,9.0,30.0,0.0,6.0,0.0,50.0,678000.0,13560.0
138,143,61150.0,CASTRO VALLEY UNIFIED,23.0,532.0,2239.0,2689.0,39.0,1027.0,2783.0,9332.0,117234000.0,12562.58
139,144,68726.0,CAYUCOS ELEMENTARY,0.0,0.0,47.0,138.0,0.0,21.0,5.0,211.0,1267000.0,6004.74
140,145,73973.0,CENTER JOINT UNIFIED,39.0,489.0,1144.0,2063.0,42.0,278.0,421.0,4476.0,45754000.0,10222.07
141,146,64352.0,CENTINELA VALLEY UNION HIGH,14.0,1236.0,5495.0,230.0,67.0,233.0,248.0,7523.0,82042000.0,10905.49
142,147,67645.0,CENTRAL ELEMENTARY,4.0,467.0,2348.0,1260.0,26.0,110.0,324.0,4539.0,47445000.0,10452.74
143,148,73965.0,CENTRAL UNIFIED,96.0,1439.0,9166.0,2527.0,44.0,245.0,2255.0,15772.0,172589000.0,10942.75
144,149,63883.0,CENTRAL UNION ELEMENTARY,131.0,128.0,663.0,598.0,14.0,162.0,81.0,1777.0,25767000.0,14500.28
145,150,63115.0,CENTRAL UNION HIGH,5.0,37.0,3871.0,159.0,1.0,5.0,41.0,4119.0,52965000.0,12858.7
146,151,66472.0,CENTRALIA ELEMENTARY,15.0,123.0,2361.0,662.0,25.0,149.0,1082.0,4417.0,44284000.0,10025.81
147,152,71043.0,CERES UNIFIED,74.0,243.0,10968.0,2147.0,114.0,140.0,796.0,14482.0,168880000.0,11661.37
148,153,67652.0,CHAFFEY JOINT UNION HIGH,93.0,1919.0,15213.0,4043.0,108.0,578.0,1940.0,23894.0,273438000.0,11443.79
149,154,64378.0,CHARTER OAK UNIFIED,24.0,147.0,3249.0,957.0,16.0,146.0,357.0,4896.0,52553000.0,10733.86
150,155,71050.0,CHATOM UNION,0.0,0.0,403.0,184.0,0.0,14.0,0.0,601.0,5790000.0,9633.94
151,156,75606.0,CHAWANAKEE UNIFIED,109.0,18.0,207.0,668.0,1.0,38.0,13.0,1054.0,9705000.0,9207.78
152,157,66316.0,CHICAGO PARK ELEMENTARY,3.0,0.0,23.0,140.0,0.0,12.0,4.0,182.0,2068000.0,11362.64
153,158,61424.0,CHICO UNIFIED,221.0,359.0,3274.0,8429.0,71.0,766.0,831.0,13951.0,124786000.0,8944.59
154,159,67678.0,CHINO VALLEY UNIFIED,24.0,952.0,16518.0,5197.0,63.0,654.0,5478.0,28886.0,282297000.0,9772.8
155,160,65193.0,CHOWCHILLA ELEMENTARY,8.0,41.0,1428.0,644.0,4.0,33.0,45.0,2203.0,23314000.0,10582.84
156,161,65201.0,CHOWCHILLA UNION HIGH,9.0,21.0,642.0,370.0,1.0,8.0,22.0,1073.0,9796000.0,9129.54
157,162,65995.0,CHUALAR UNION,0.0,0.0,336.0,2.0,0.0,0.0,0.0,338.0,4357000.0,12890.53
158,163,68023.0,CHULA VISTA ELEMENTARY,47.0,1073.0,21148.0,3268.0,120.0,1013.0,3384.0,30053.0,276287000.0,9193.33
159,164,67462.0,CIENEGA UNION ELEMENTARY,0.0,0.0,11.0,12.0,0.0,0.0,0.0,23.0,290000.0,12608.7
160,165,70649.0,CINNABAR ELEMENTARY,0.0,2.0,175.0,85.0,2.0,4.0,2.0,270.0,3853000.0,14270.37
161,166,64394.0,CLAREMONT UNIFIED,14.0,342.0,2931.0,2418.0,20.0,563.0,778.0,7066.0,75294000.0,10655.82
162,167,62109.0,CLAY JOINT ELEMENTARY,0.0,0.0,67.0,154.0,0.0,14.0,9.0,244.0,2237000.0,9168.03
163,168,66324.0,CLEAR CREEK ELEMENTARY,1.0,0.0,14.0,124.0,0.0,6.0,0.0,145.0,988000.0,6813.79
164,169,70656.0,CLOVERDALE UNIFIED,41.0,7.0,772.0,542.0,4.0,38.0,14.0,1418.0,9072000.0,6397.74
165,170,62117.0,CLOVIS UNIFIED,284.0,1338.0,15681.0,17321.0,103.0,1322.0,6697.0,42746.0,441821000.0,10335.96
166,171,73676.0,COACHELLA VALLEY UNIFIED,92.0,35.0,18290.0,156.0,0.0,125.0,21.0,18719.0,255366000.0,13642.07
167,172,62125.0,COALINGA-HURON UNIFIED,14.0,46.0,3746.0,455.0,1.0,96.0,92.0,4450.0,54050000.0,12146.07
168,173,75465.0,COAST UNIFIED,3.0,6.0,405.0,207.0,3.0,18.0,7.0,649.0,3379000.0,5206.47
169,174,71670.0,COFFEE CREEK ELEMENTARY,0.0,0.0,0.0,4.0,0.0,3.0,0.0,7.0,191000.0,27285.71
170,175,69161.0,COLD SPRING ELEMENTARY,0.0,2.0,14.0,140.0,0.0,5.0,8.0,169.0,932000.0,5514.79
171,176,66795.0,COLFAX ELEMENTARY,1.0,1.0,29.0,251.0,0.0,29.0,1.0,312.0,2844000.0,9115.38
172,177,69179.0,COLLEGE ELEMENTARY,15.0,0.0,163.0,190.0,1.0,22.0,2.0,393.0,2203000.0,5605.6
173,178,67686.0,COLTON JOINT UNIFIED,53.0,1261.0,19172.0,1485.0,54.0,183.0,566.0,22774.0,281265000.0,12350.27
174,179,69948.0,COLUMBIA ELEMENTARY,31.0,7.0,153.0,989.0,0.0,143.0,40.0,1363.0,13217000.0,9696.99
175,180,72348.0,COLUMBIA UNION,9.0,10.0,51.0,404.0,3.0,44.0,10.0,531.0,4187000.0,7885.12
176,181,71852.0,COLUMBINE ELEMENTARY,0.0,2.0,175.0,12.0,0.0,6.0,12.0,207.0,1943000.0,9386.47
178,183,61598.0,COLUSA UNIFIED,57.0,1.0,1014.0,373.0,2.0,14.0,18.0,1479.0,13676000.0,9246.79
179,184,73437.0,COMPTON UNIFIED,39.0,4357.0,18531.0,113.0,126.0,259.0,27.0,23452.0,303191000.0,12928.15
180,185,73759.0,CONEJO VALLEY UNIFIED,74.0,273.0,4999.0,10591.0,45.0,860.0,2076.0,18918.0,119477000.0,6315.52
182,187,63891.0,CORCORAN JOINT UNIFIED,4.0,113.0,2991.0,205.0,0.0,4.0,17.0,3334.0,40340000.0,12099.58
183,188,71498.0,CORNING UNION ELEMENTARY,37.0,23.0,1384.0,625.0,4.0,7.0,33.0,2113.0,23721000.0,11226.22
184,189,71506.0,CORNING UNION HIGH,11.0,6.0,516.0,348.0,0.0,53.0,8.0,942.0,11487000.0,12194.27
185,190,67033.0,CORONA-NORCO UNIFIED,187.0,3173.0,28004.0,13794.0,208.0,1059.0,6580.0,53005.0,531528000.0,10027.88
186,191,68031.0,CORONADO UNIFIED,13.0,51.0,631.0,2047.0,15.0,168.0,139.0,3064.0,35927000.0,11725.52
187,192,73882.0,COTATI-ROHNERT PARK UNIFIED,40.0,134.0,2550.0,2813.0,20.0,452.0,263.0,6272.0,51213000.0,8165.34
188,193,69955.0,COTTONWOOD UNION ELEMENTARY,41.0,8.0,155.0,805.0,4.0,56.0,22.0,1091.0,10087000.0,9245.65
189,194,64436.0,COVINA-VALLEY UNIFIED,36.0,324.0,8961.0,1141.0,22.0,412.0,1014.0,11910.0,205351000.0,17241.9
190,195,67694.0,CUCAMONGA ELEMENTARY,11.0,352.0,1750.0,210.0,11.0,22.0,160.0,2516.0,36350000.0,14447.54
191,196,62737.0,CUDDEBACK UNION ELEMENTARY,8.0,0.0,13.0,103.0,0.0,9.0,0.0,133.0,1270000.0,9548.87
192,197,64444.0,CULVER CITY UNIFIED,19.0,976.0,2643.0,1831.0,20.0,544.0,823.0,6856.0,93228000.0,13598.02
193,198,69419.0,CUPERTINO UNION,22.0,115.0,932.0,2852.0,29.0,750.0,13898.0,18598.0,86467000.0,4649.26
194,199,72355.0,CURTIS CREEK ELEMENTARY,6.0,3.0,73.0,349.0,0.0,25.0,2.0,458.0,4368000.0,9537.12
195,200,71860.0,CUTLER-OROSI JOINT UNIFIED,3.0,3.0,3910.0,73.0,2.0,4.0,131.0,4126.0,59044000.0,14310.23
196,201,62745.0,CUTTEN ELEMENTARY,47.0,6.0,105.0,369.0,2.0,59.0,34.0,622.0,5449000.0,8760.45
197,202,75010.0,CUYAMA JOINT UNIFIED,1.0,2.0,182.0,56.0,0.0,2.0,2.0,245.0,3129000.0,12771.43
198,203,66480.0,CYPRESS ELEMENTARY,3.0,116.0,1123.0,940.0,25.0,242.0,1520.0,3969.0,29637000.0,7467.12
199,204,72678.0,DAVIS JOINT UNIFIED,35.0,238.0,1732.0,4551.0,23.0,501.0,1502.0,8582.0,72407000.0,8437.08
200,205,63271.0,DEATH VALLEY UNIFIED,0.0,1.0,4.0,14.0,0.0,3.0,0.0,22.0,806000.0,36636.36
201,206,68049.0,DEHESA ELEMENTARY,50.0,304.0,2046.0,2971.0,16.0,594.0,333.0,6314.0,21648000.0,3428.57
202,207,68056.0,DEL MAR UNION ELEMENTARY,6.0,33.0,467.0,2230.0,7.0,293.0,1377.0,4413.0,19764000.0,4478.59
204,209,61820.0,DEL NORTE COUNTY UNIFIED,527.0,39.0,829.0,1893.0,6.0,173.0,212.0,3679.0,38294000.0,10408.81
205,210,63412.0,DELANO JOINT UNION HIGH,3.0,22.0,3601.0,56.0,3.0,18.0,491.0,4194.0,61542000.0,14673.82
206,211,63404.0,DELANO UNION ELEMENTARY,12.0,25.0,6488.0,100.0,3.0,46.0,713.0,7387.0,99147000.0,13421.82
